CSV_HEADERS,time,"SHED","HEATSINK","SAND","RESERVOIR","ROOF","AMBIENT","LOOP PUMP","XFER PUMP","HEAT FAN","110V AC HEAT","",
CSV_VALUES, 2024/10/15 10:03,66.92,86.36,73.22,66.20,91.94,61.88,1,0,1,1,,
CSV_VALUES, 2024/10/15 10:04,66.92,87.44,73.40,66.20,93.56,61.88,1,0,1,1,,
CSV_VALUES, 2024/10/15 10:05,67.64,87.44,74.12,66.20,95.36,61.88,1,0,1,1,,
CSV_VALUES, 2024/10/15 10:06,67.64,88.34,74.84,66.92,95.36,61.88,1,0,1,1,,
CSV_VALUES, 2024/10/15 10:07,67.64,88.70,75.38,66.92,97.34,61.88,1,0,1,1,,
CSV_VALUES, 2024/10/15 10:08,67.64,89.24,76.10,67.64,98.42,61.88,1,0,1,1,,
CSV_VALUES, 2024/10/15 10:09,68.36,90.14,76.10,67.64,99.32,62.42,1,0,1,1,,
CSV_VALUES, 2024/10/15 10:10,68.36,90.14,76.64,68.36,99.32,62.60,1,0,1,1,,
CSV_VALUES, 2024/10/15 10:11,68.36,91.04,77.54,68.36,100.40,62.60,1,0,1,1,,
CSV_VALUES, 2024/10/15 10:12,68.36,91.04,78.44,69.08,100.40,62.60,1,0,1,1,,
CSV_VALUES, 2024/10/15 10:13,69.08,91.94,79.16,69.08,102.20,62.60,1,0,1,1,,
CSV_VALUES, 2024/10/15 10:14,69.08,91.94,79.16,69.08,102.56,63.32,1,0,1,1,,
CSV_VALUES, 2024/10/15 10:15,69.08,92.84,80.06,69.80,102.20,63.32,1,0,1,1,,
CSV_VALUES, 2024/10/15 10:16,69.80,92.84,80.78,70.52,102.20,63.32,1,0,1,1,,
CSV_VALUES, 2024/10/15 10:17,69.80,93.56,80.78,70.52,103.10,63.32,1,0,1,1,,
CSV_VALUES, 2024/10/15 10:18,69.80,93.56,81.68,70.52,104.18,63.86,1,0,1,1,,
CSV_VALUES, 2024/10/15 10:19,70.52,94.46,82.40,71.24,105.08,64.04,1,0,0,0,,
CSV_VALUES, 2024/10/15 10:20,70.52,98.42,83.30,71.24,105.08,64.04,1,0,0,0,,
CSV_VALUES, 2024/10/15 10:21,70.52,101.84,84.02,71.24,105.08,64.04,1,0,0,0,,
CSV_VALUES, 2024/10/15 10:22,71.24,104.18,84.02,71.24,105.98,64.04,1,0,0,0,,
CSV_VALUES, 2024/10/15 10:23,71.24,105.08,84.74,71.96,105.08,64.76,1,0,0,0,,
CSV_VALUES, 2024/10/15 10:24,71.24,105.98,85.64,71.96,104.18,64.76,1,0,0,0,,
CSV_VALUES, 2024/10/15 10:25,71.24,106.88,85.64,72.68,104.18,64.76,1,0,0,0,,
CSV_VALUES, 2024/10/15 10:26,71.24,106.88,86.36,72.68,104.18,64.76,1,0,0,0,,
CSV_VALUES, 2024/10/15 10:27,71.24,106.88,87.44,72.68,105.08,65.48,1,0,0,0,,
CSV_VALUES, 2024/10/15 10:28,71.24,106.88,87.44,73.40,105.98,65.48,1,0,0,0,,
CSV_VALUES, 2024/10/15 10:29,71.96,105.98,88.34,73.40,105.98,65.48,1,0,0,0,,
CSV_VALUES, 2024/10/15 10:30,71.96,105.98,89.24,74.12,105.98,65.48,1,0,0,0,,
CSV_VALUES, 2024/10/15 10:31,71.96,105.08,89.24,74.12,106.88,65.48,1,0,0,0,,
CSV_VALUES, 2024/10/15 10:32,71.96,105.08,89.78,74.84,106.88,66.20,1,0,0,0,,
CSV_VALUES, 2024/10/15 10:33,71.96,104.18,90.14,74.84,106.88,66.20,1,0,0,0,,
CSV_VALUES, 2024/10/15 10:34,72.68,103.10,90.14,75.38,106.88,66.20,1,0,0,0,,
CSV_VALUES, 2024/10/15 10:35,72.68,103.10,91.04,75.38,106.88,66.20,1,0,0,0,,
CSV_VALUES, 2024/10/15 10:36,72.68,102.20,91.04,75.38,107.60,66.20,1,0,0,0,,
CSV_VALUES, 2024/10/15 10:37,72.68,101.30,91.04,76.10,108.50,66.20,1,0,0,0,,
CSV_VALUES, 2024/10/15 10:38,72.68,101.30,91.04,76.10,109.40,66.92,1,0,0,0,,
CSV_VALUES, 2024/10/15 10:39,72.68,100.40,91.94,76.10,109.40,66.92,1,0,0,0,,
CSV_VALUES, 2024/10/15 10:40,72.68,99.32,91.94,76.64,109.40,66.92,1,0,0,0,,
CSV_VALUES, 2024/10/15 10:41,72.68,99.32,91.94,76.64,109.40,66.92,1,0,0,0,,
CSV_VALUES, 2024/10/15 10:42,72.68,98.42,91.94,76.64,109.40,66.92,1,0,0,0,,
CSV_VALUES, 2024/10/15 10:43,72.68,97.52,91.94,77.54,109.40,67.10,1,0,0,0,,
CSV_VALUES, 2024/10/15 10:44,72.68,97.34,91.94,77.54,110.30,67.64,1,0,0,0,,
CSV_VALUES, 2024/10/15 10:45,73.40,96.08,91.94,77.54,110.30,67.64,1,0,0,0,,
CSV_VALUES, 2024/10/15 10:46,73.40,96.08,91.94,78.44,110.30,67.64,1,0,0,0,,
CSV_VALUES, 2024/10/15 10:47,73.40,95.36,91.94,78.44,111.02,67.64,1,0,0,0,,
CSV_VALUES, 2024/10/15 10:48,73.40,94.46,91.04,78.44,112.64,67.64,1,0,0,0,,
CSV_VALUES, 2024/10/15 10:49,73.40,94.46,91.04,79.16,112.64,68.36,1,0,0,0,,
CSV_VALUES, 2024/10/15 10:50,73.40,93.56,91.04,79.16,113.54,68.36,1,0,0,0,,
CSV_VALUES, 2024/10/15 10:51,74.12,93.56,91.04,80.06,113.54,68.36,1,0,0,0,,
CSV_VALUES, 2024/10/15 10:52,74.12,92.84,91.04,80.06,114.26,68.36,1,0,0,0,,
CSV_VALUES, 2024/10/15 10:53,74.12,92.84,91.04,80.06,114.26,68.36,1,0,0,0,,
CSV_VALUES, 2024/10/15 10:54,74.12,91.94,91.04,80.78,115.16,69.08,1,0,0,0,,
CSV_VALUES, 2024/10/15 10:55,74.66,91.94,91.04,80.78,115.16,69.08,1,0,0,0,,
CSV_VALUES, 2024/10/15 10:56,74.84,91.22,90.14,81.68,116.78,69.08,1,0,0,0,,
CSV_VALUES, 2024/10/15 10:57,74.84,91.04,90.14,81.68,115.16,69.08,1,0,0,0,,
CSV_VALUES, 2024/10/15 10:58,74.84,91.04,90.14,81.68,115.16,69.08,1,0,0,0,,
CSV_VALUES, 2024/10/15 10:59,74.84,90.14,90.14,82.40,115.16,69.08,1,0,0,0,,
CSV_VALUES, 2024/10/15 11:00,74.84,90.14,90.14,82.40,116.78,69.80,1,0,0,0,,
CSV_VALUES, 2024/10/15 11:01,75.38,89.24,90.14,83.30,116.78,69.80,1,0,0,0,,
CSV_VALUES, 2024/10/15 11:02,75.38,89.24,89.24,83.30,117.68,69.80,1,0,0,0,,
CSV_VALUES, 2024/10/15 11:03,75.38,89.24,89.24,83.30,117.68,69.80,1,0,0,0,,
CSV_VALUES, 2024/10/15 11:04,75.38,88.34,89.24,84.02,117.68,69.80,1,0,0,0,,
CSV_VALUES, 2024/10/15 11:05,75.38,88.34,89.24,84.02,118.76,70.52,1,0,0,0,,
CSV_VALUES, 2024/10/15 11:06,75.38,88.34,89.24,84.20,119.66,70.52,1,0,0,0,,
CSV_VALUES, 2024/10/15 11:07,75.38,87.44,89.06,84.74,119.66,70.52,1,0,0,0,,
CSV_VALUES, 2024/10/15 11:08,75.38,87.44,88.34,84.74,118.76,70.52,1,0,0,0,,
CSV_VALUES, 2024/10/15 11:09,76.10,87.44,88.34,84.74,118.76,70.52,1,0,0,0,,
CSV_VALUES, 2024/10/15 11:10,76.10,87.44,88.34,84.74,119.66,70.52,1,0,0,0,,
CSV_VALUES, 2024/10/15 11:11,76.10,86.36,88.34,85.64,119.66,70.52,1,0,0,0,,
CSV_VALUES, 2024/10/15 11:12,76.10,86.36,88.34,85.64,119.66,71.24,1,0,0,0,,
CSV_VALUES, 2024/10/15 11:13,76.10,86.36,87.44,85.64,119.66,71.24,1,0,0,0,,
CSV_VALUES, 2024/10/15 11:14,76.10,85.64,87.44,86.36,120.56,71.24,1,0,0,0,,
CSV_VALUES, 2024/10/15 11:15,76.10,85.64,87.44,86.36,120.56,71.24,1,0,0,0,,
CSV_VALUES, 2024/10/15 11:16,76.10,85.64,87.44,86.36,120.56,71.24,1,0,0,0,,
CSV_VALUES, 2024/10/15 11:17,76.10,85.64,87.44,87.44,120.56,71.24,1,0,0,0,,
CSV_VALUES, 2024/10/15 11:18,76.10,84.74,86.36,87.44,121.64,71.42,1,1,0,0,,
CSV_VALUES, 2024/10/15 11:19,76.10,84.74,86.36,87.44,121.64,71.96,1,1,0,0,,
CSV_VALUES, 2024/10/15 11:20,76.10,84.74,86.36,87.44,121.64,71.96,1,1,0,0,,
CSV_VALUES, 2024/10/15 11:21,76.64,84.74,86.36,87.44,121.64,71.96,1,1,0,0,,
CSV_VALUES, 2024/10/15 11:22,76.64,84.02,86.36,87.44,122.54,71.96,1,1,0,0,,
CSV_VALUES, 2024/10/15 11:23,76.64,84.02,86.36,87.44,124.16,71.96,1,1,0,0,,
CSV_VALUES, 2024/10/15 11:24,76.64,84.02,86.00,87.44,124.34,72.68,1,1,0,0,,
CSV_VALUES, 2024/10/15 11:25,77.54,84.02,85.64,87.44,124.34,72.68,1,1,0,0,,
CSV_VALUES, 2024/10/15 11:26,77.54,84.02,85.64,88.34,124.34,72.68,1,1,0,0,,
CSV_VALUES, 2024/10/15 11:27,77.54,84.02,85.64,88.34,124.34,72.68,1,1,0,0,,
CSV_VALUES, 2024/10/15 11:28,78.44,83.30,85.64,88.34,123.44,73.40,1,1,0,0,,
CSV_VALUES, 2024/10/15 11:29,78.44,83.30,85.64,88.34,123.44,72.68,1,1,0,0,,
CSV_VALUES, 2024/10/15 11:30,78.44,83.30,85.64,88.34,123.44,72.68,1,1,0,0,,
CSV_VALUES, 2024/10/15 11:31,78.44,83.30,85.64,89.24,122.54,73.04,1,1,0,0,,
CSV_VALUES, 2024/10/15 11:32,78.44,83.30,85.64,89.24,121.64,73.40,1,1,0,0,,
CSV_VALUES, 2024/10/15 11:33,78.44,83.30,85.64,89.24,120.56,73.40,1,1,0,0,,
CSV_VALUES, 2024/10/15 11:34,78.44,82.40,84.74,89.24,119.66,73.40,1,1,0,0,,
CSV_VALUES, 2024/10/15 11:35,78.44,82.40,84.74,89.60,120.56,73.40,1,1,0,0,,
CSV_VALUES, 2024/10/15 11:36,78.44,82.40,84.74,90.14,121.64,74.12,1,1,0,0,,
CSV_VALUES, 2024/10/15 11:37,78.62,82.40,84.74,90.14,122.54,74.12,1,1,0,0,,
CSV_VALUES, 2024/10/15 11:38,78.62,82.40,84.74,90.14,123.44,74.12,1,1,0,0,,
CSV_VALUES, 2024/10/15 11:39,78.44,82.40,84.74,91.04,123.44,74.12,1,1,0,0,,
CSV_VALUES, 2024/10/15 11:40,79.16,82.40,84.74,91.04,125.78,74.66,1,1,0,0,,
CSV_VALUES, 2024/10/15 11:41,79.16,82.40,84.74,91.04,125.78,74.84,1,1,0,0,,
CSV_VALUES, 2024/10/15 11:42,79.16,81.86,84.74,91.04,125.78,74.84,1,1,0,0,,
CSV_VALUES, 2024/10/15 11:43,79.16,81.68,75.38,91.04,126.14,74.84,1,1,0,0,,
CSV_VALUES, 2024/10/15 11:44,80.06,81.68,70.52,91.04,125.78,74.84,1,1,0,0,,
CSV_VALUES, 2024/10/15 11:45,80.06,81.68,68.36,90.14,125.78,74.84,1,1,0,0,,
CSV_VALUES, 2024/10/15 11:46,80.06,81.68,67.64,90.14,125.78,74.84,1,1,0,0,,
CSV_VALUES, 2024/10/15 11:47,80.06,81.68,68.36,90.14,126.86,75.38,1,1,0,0,,
CSV_VALUES, 2024/10/15 11:48,80.78,81.68,67.64,90.14,126.86,75.38,1,1,0,0,,
CSV_VALUES, 2024/10/15 11:49,80.78,81.68,66.92,90.14,126.86,75.38,1,1,0,0,,
CSV_VALUES, 2024/10/15 11:50,80.78,81.68,66.20,90.14,126.86,75.38,1,1,0,0,,
CSV_VALUES, 2024/10/15 11:51,80.78,81.68,66.20,90.14,126.86,75.38,1,1,0,0,,
CSV_VALUES, 2024/10/15 11:52,80.78,81.68,66.20,90.14,126.86,75.38,1,1,0,0,,
CSV_VALUES, 2024/10/15 11:53,80.78,81.68,66.20,91.04,126.86,75.38,1,1,0,0,,
CSV_VALUES, 2024/10/15 11:54,81.32,81.68,66.20,91.04,126.86,75.38,1,1,0,0,,
CSV_VALUES, 2024/10/15 11:55,81.68,81.68,66.20,91.04,126.86,76.10,1,1,0,0,,
CSV_VALUES, 2024/10/15 11:56,81.68,81.68,66.20,91.04,126.86,76.10,1,1,0,0,,
CSV_VALUES, 2024/10/15 11:57,81.68,81.68,66.20,91.04,127.76,76.10,1,1,0,0,,
CSV_VALUES, 2024/10/15 11:58,81.68,81.68,66.20,91.04,127.76,76.10,1,1,0,0,,
CSV_VALUES, 2024/10/15 11:59,81.68,81.68,66.20,91.94,128.84,76.64,1,1,0,0,,
CSV_VALUES, 2024/10/15 12:00,82.40,81.68,66.20,91.94,129.92,76.64,1,1,0,0,,
CSV_VALUES, 2024/10/15 12:01,82.40,81.68,66.20,91.94,131.00,76.64,1,1,0,0,,
CSV_VALUES, 2024/10/15 12:02,82.40,81.50,66.20,92.84,131.00,77.54,1,1,0,0,,
CSV_VALUES, 2024/10/15 12:03,82.40,81.32,66.20,92.84,131.00,76.64,1,1,0,0,,
CSV_VALUES, 2024/10/15 12:04,82.40,81.14,66.92,92.84,129.92,77.54,1,1,0,0,,
CSV_VALUES, 2024/10/15 12:05,83.30,80.96,66.92,92.84,127.76,77.54,1,1,0,0,,
